win	And so  likes -- , you like to pretend like the war started in 2007. You talk about the surge. The war started in 2003, and at the time when the war started, you said it was going to be quick and easy. You said we knew where the weapons of mass destruction were. You were wrong.
win	You said that we were going to be greeted as liberators. You were wrong. You said that there was no history of violence between Shiite and Sunni. And you were wrong. And so my question is...
win	 ... of judgment, of whether or not -- of whether or not -- if the question is who is best-equipped as the next president to make good decisions about how we use our military, how we make sure that we are prepared and ready for the next conflict, then I think we can take a look at our judgment.
win	 That's not true.
win	 That's not true.
win	 Jim, Jim, this is a big...
win	 Jim, there are a whole bunch of things we have got to answer. First of all, let's talk about this troop funding issue because  always brings this up. Senator  cut -- Senator  opposed funding for troops in legislation that had a timetable, because he didn't believe in a timetable.
win	I opposed funding a mission that had no timetable, and was open- ended, giving a blank check to George Bush. We had a difference on the timetable. We didn't have a difference on whether or not we were going to be funding troops.
win	We had a legitimate difference, and I absolutely understand the difference between tactics and strategy. And the strategic question that the president has to ask is not whether or not we are employing a particular approach in the country once we have made the decision to be there.
win	The question is, was this wise? We have seen Afghanistan worsen, deteriorate. We need more troops there. We need more resources there. Senator , in the rush to go into Iraq, said, you know what? We've been successful in Afghanistan. There is nobody who can pose a threat to us there.
win	This is a time when bin Laden was still out, and now they've reconstituted themselves. Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.
win	But we can't do it if we are not willing to give Iraq back its country. Now, what I've said is we should end this war responsibly. We should do it in phases. But in 16 months we should be able to reduce our combat troops, put -- provide some relief to military families and our troops and bolster our efforts in Afghanistan so that we can capture and kill bin Laden and crush al Qaeda.
win	And right now, the commanders in Afghanistan, as well as Admiral Mullen, have acknowledged that we don't have enough troops to deal with Afghanistan because we still have more troops in Iraq than we did before the surge.
win	 That's not the case.
win	 What he said was a precipitous...
win	 ... withdrawal would be dangerous. He did not say that. That's not true.
win	 Yes, I think we need more troops. I've been saying that for over a year now.
win	And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better.
win	We had the highest fatalities among U.S. troops this past year than at any time since 2002. And we are seeing a major offensive taking place -- al Qaeda and Taliban crossing the border and attacking our troops in a brazen fashion. They are feeling emboldened.
win	And we cannot separate Afghanistan from Iraq, because what our commanders have said is we don't have the troops right now to deal with Afghanistan.
win	So I would send two to three additional brigades to Afghanistan. Now, keep in mind that we have four times the number of troops in Iraq, where nobody had anything to do with 9/11 before we went in, where, in fact, there was no al Qaeda before we went in, but we have four times more troops there than we do in Afghanistan.
win	And that is a strategic mistake, because every intelligence agency will acknowledge that al Qaeda is the greatest threat against the United States and that Secretary of Defense Gates acknowledged the central front -- that the place where we have to deal with these folks is going to be in Afghanistan and in Pakistan.
win	So here's what we have to do comprehensively, though. It's not just more troops.
win	We have to press the Afghan government to make certain that they are actually working for their people. And I've said this to President Karzai.
win	No. 2, we've got to deal with a growing poppy trade that has exploded over the last several years.
win	No. 3, we've got to deal with Pakistan, because al Qaeda and the Taliban have safe havens in Pakistan, across the border in the northwest regions, and although, you know, under George Bush, with the support of Senator , we've been giving them $10 billion over the last seven years, they have not done what needs to be done to get rid of those safe havens.
win	And until we do, Americans here at home are not going to be safe.
win	 Nobody talked about attacking Pakistan. Here's what I said.
win	And if  wants to disagree with this, he can let me know, that, if the United States has al Qaeda, bin Laden, top-level lieutenants in our sights, and Pakistan is unable or unwilling to act, then we should take them out.
win	Now, I think that's the right strategy; I think that's the right policy.
win	And, , I -- you're absolutely right that presidents have to be prudent in what they say. But, you know, coming from you, who, you know, in the past has threatened extinction for North Korea and, you know, sung songs about bombing Iran, I don't know, you know, how credible that is. I think this is the right strategy.
win	Now, Senator  is also right that it's difficult. This is not an easy situation. You've got cross-border attacks against U.S. troops.
win	And we've got a choice. We could allow our troops to just be on the defensive and absorb those blows again and again and again, if Pakistan is unwilling to cooperate, or we have to start making some decisions.
win	And the problem, , with the strategy that's been pursued was that, for 10 years, we coddled Musharraf, we alienated the Pakistani population, because we were anti-democratic. We had a 20th-century mindset that basically said, "Well, you know, he may be a dictator, but he's our dictator."
win	And as a consequence, we lost legitimacy in Pakistan. We spent $10 billion. And in the meantime, they weren't going after al Qaeda, and they are more powerful now than at any time since we began the war in Afghanistan.
win	That's going to change when I'm president of the United States.
win	 Jim, let me just make a point. I've got a bracelet, too, from Sergeant - from the mother of Sergeant Ryan David Jopeck, sure another mother is not going through what I'm going through.
win	No U.S. soldier ever dies in vain because they're carrying out the missions of their commander in chief. And we honor all the service that they've provided. Our troops have performed brilliantly. The question is for the next president, are we making good judgments about how to keep America safe precisely because sending our military into battle is such an enormous step.
win	And the point that I originally made is that we took our eye off Afghanistan, we took our eye off the folks who perpetrated 9/11, they are still sending out videotapes and Senator , nobody is talking about defeat in Iraq, but I have to say we are having enormous problems in Afghanistan because of that decision.
win	And it is not true you have consistently been concerned about what happened in Afghanistan. At one point, while you were focused on Iraq, you said well, we can "muddle through" Afghanistan. You don't muddle through the central front on terror and you don't muddle through going after bin Laden. You don't muddle through stamping out the Taliban.
win	I think that is something we have to take seriously. And when I'm president, I will.
win	 A testimony to you, Jim.
win	 Well, let me just correct something very quickly. I believe the Republican Guard of Iran is a terrorist organization. I've consistently said so. What Senator  refers to is a measure in the Senate that would try to broaden the mandate inside of Iraq. To deal with Iran.
win	And ironically, the single thing that has strengthened Iran over the last several years has been the war in Iraq. Iraq was Iran's mortal enemy. That was cleared away. And what we've seen over the last several years is Iran's influence grow. They have funded Hezbollah, they have funded Hamas, they have gone from zero centrifuges to 4,000 centrifuges to develop a nuclear weapon.
win	So obviously, our policy over the last eight years has not worked. Senator  is absolutely right, we cannot tolerate a nuclear Iran. It would be a game changer. Not only would it threaten Israel, a country that is our stalwart ally, but it would also create an environment in which you could set off an arms race in this Middle East.
win	Now here's what we need to do. We do need tougher sanctions. I do not agree with Senator  that we're going to be able to execute the kind of sanctions we need without some cooperation with some countries like Russia and China that are, I think Senator  would agree, not democracies, but have extensive trade with Iran but potentially have an interest in making sure Iran doesn't have a nuclear weapon.
win	But we are also going to have to, I believe, engage in tough direct diplomacy with Iran and this is a major difference I have with Senator , this notion by not talking to people we are punishing them has not worked. It has not worked in Iran, it has not worked in North Korea. In each instance, our efforts of isolation have actually accelerated their efforts to get nuclear weapons. That will change when I'm president of the United States.
win	 So let's talk about this. First of all, Ahmadinejad is not the most powerful person in Iran. So he may not be the right person to talk to. But I reserve the right, as president of the United States to meet with anybody at a time and place of my choosing if I think it's going to keep America safe.
win	And I'm glad that Senator  brought up the history, the bipartisan history of us engaging in direct diplomacy.
win	Senator  mentioned Henry Kissinger, who's one of his advisers, who, along with five recent secretaries of state, just said that we should meet with Iran -- guess what -- without precondition. This is one of your own advisers.
win	Now, understand what this means "without preconditions." It doesn't mean that you invite them over for tea one day. What it means is that we don't do what we've been doing, which is to say, "Until you agree to do exactly what we say, we won't have direct contacts with you."
win	There's a difference between preconditions and preparation. Of course we've got to do preparations, starting with low-level diplomatic talks, and it may not work, because Iran is a rogue regime.
win	But I will point out that I was called naive when I suggested that we need to look at exploring contacts with Iran. And you know what? President Bush recently sent a senior ambassador, Bill Burns, to participate in talks with the Europeans around the issue of nuclear weapons.
win	Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator  just mentioned.
win	And when we haven't done it, as in North Korea -- let me just take one more example -- in North Korea, we cut off talks. They're a member of the axis of evil. We can't deal with them.
win	And you know what happened? They went -- they quadrupled their nuclear capacity. They tested a nuke. They tested missiles. They pulled out of the nonproliferation agreement. And they sent nuclear secrets, potentially, to countries like Syria.
win	When we re-engaged -- because, again, the Bush administration reversed course on this -- then we have at least made some progress, although right now, because of the problems in North Korea, we are seeing it on shaky ground.
win	And -- and I just -- so I just have to make this general point that the Bush administration, some of Senator 's own advisers all think this is important, and Senator  appears resistant.
win	He even said the other day that he would not meet potentially with the prime minister of Spain, because he -- you know, he wasn't sure whether they were aligned with us. I mean, Spain? Spain is a NATO ally.
win	 If we can't meet with our friends, I don't know how we're going to lead the world in terms of dealing with critical issues like terrorism.
win	 Of course not.
win	 Look, I mean, Senator  keeps on using this example that suddenly the president would just meet with somebody without doing any preparation, without having low-level talks. Nobody's been talking about that, and Senator  knows it. This is a mischaracterization of my position.
win	When we talk about preconditions -- and Henry Kissinger did say we should have contacts without preconditions -- the idea is that we do not expect to solve every problem before we initiate talks.
win	And, you know, the Bush administration has come to recognize that it hasn't worked, this notion that we are simply silent when it comes to our enemies. And the notion that we would sit with Ahmadinejad and not say anything while he's spewing his nonsense and his vile comments is ridiculous. Nobody is even talking about that.
win	 No, let me tell...
win	 We will take a look.
win	 Nobody's talking about that.
win	 I am not parsing words.
win	 I'm using the same words that your advisers use.
win	Please, go ahead.
win	 Well, I think that, given what's happened over the last several weeks and months, our entire Russian approach has to be evaluated, because a resurgent and very aggressive Russia is a threat to the peace and stability of the region.
win	Their actions in Georgia were unacceptable. They were unwarranted. And at this point, it is absolutely critical for the next president to make clear that we have to follow through on our six-party -- or the six-point cease-fire. They have to remove themselves from South Ossetia and Abkhazia.
win	It is absolutely important that we have a unified alliance and that we explain to the Russians that you cannot be a 21st-century superpower, or power, and act like a 20th-century dictatorship.
win	And we also have to affirm all the fledgling democracies in that region, you know, the Estonians, the Lithuanians, the Latvians, the Poles, the Czechs, that we are, in fact, going to be supportive and in solidarity with them in their efforts. They are members of NATO.
win	And to countries like Georgia and the Ukraine, I think we have to insist that they are free to join NATO if they meet the requirements, and they should have a membership action plan immediately to start bringing them in.
win	Now, we also can't return to a Cold War posture with respect to Russia. It's important that we recognize there are going to be some areas of common interest. One is nuclear proliferation.
win	They have not only 15,000 nuclear warheads, but they've got enough to make another 40,000, and some of those loose nukes could fall into the hands of al Qaeda.
win	This is an area where I've led on in the Senate, working with a Republican ranking member of the Senate Foreign Relations Committee, Dick Lugar, to deal with the proliferation of loose nuclear weapons. That's an area where we're going to have to work with Russia.
win	But we have to have a president who is clear that you don't deal with Russia based on staring into his eyes and seeing his soul. You deal with Russia based on, what are your -- what are the national security interests of the United States of America?
win	And we have to recognize that the way they've been behaving lately demands a sharp response from the international community and our allies.
win	 No, actually, I think Senator  and I agree for the most part on these issues. Obviously, I disagree with this notion that somehow we did not forcefully object to Russians going into Georgia.
win	I immediately said that this was illegal and objectionable. And, absolutely, I wanted a cessation of the violence, because it put an enormous strain on Georgia, and that's why I was the first to say that we have to rebuild the Georgian economy and called for a billion dollars that has now gone in to help them rebuild.
win	Because part of Russia's intentions here was to weaken the economy to the point where President Saakashvili was so weakened that he might be replaced by somebody that Putin favored more.
win	Two points I think are important to think about when it comes to Russia.
win	No. 1 is we have to have foresight and anticipate some of these problems. So back in April, I warned the administration that you had Russian peacekeepers in Georgian territory. That made no sense whatsoever.
win	And what we needed to do was replace them with international peacekeepers and a special envoy to resolve the crisis before it boiled over.
win	That wasn't done. But had it been done, it's possible we could have avoided the issue.
win	The second point I want to make is -- is the issue of energy. Russia is in part resurgent and Putin is feeling powerful because of petro-dollars, as Senator  mentioned.
win	That means that we, as one of the biggest consumers of oil -- 25 percent of the world's oil -- have to have an energy strategy not just to deal with Russia, but to deal with many of the rogue states we've talked about, Iran, Venezuela.
win	And that means, yes, increasing domestic production and off-shore drilling, but we only have 3 percent of the world's oil supplies and we use 25 percent of the world's oil. So we can't simply drill our way out of the problem.
win	What we're going to have to do is to approach it through alternative energy, like solar, and wind, and biodiesel, and, yes, nuclear energy, clean-coal technology. And, you know, I've got a plan for us to make a significant investment over the next 10 years to do that.
win	And I have to say, Senator  and I, I think agree on the importance of energy, but Senator  mentioned earlier the importance of looking at a record.
win	Over 26 years, Senator  voted 23 times against alternative energy, like solar, and wind, and biodiesel.
win	And so we -- we -- we've got to walk the walk and not just talk the talk when it comes to energy independence, because this is probably going to be just as vital for our economy and the pain that people are feeling at the pump -- and, you know, winter's coming and home heating oil -- as it is our national security and the issue of climate change that's so important.
win	 That's just not true, . , I'm sorry, but that's not true.
win	 I just have to respond very quickly, just to correct -- just to correct the record.
win	 ?
win	 I -- I just have to correct the record here. I have never said that I object to nuclear waste. What I've said is that we have to store it safely.
win	And, Senator , he says -- he talks about Arizona.
win	 I've got to make this point, Jim.
win	 He objects...
win	 He -- he -- he objects...
win	 He objected...
win	 All right, fair enough. Let's move on. You've got one more energy -- you've got one more question.
win	 Well, first of all, I think that we are safer in some ways. Obviously, we've poured billions of dollars into airport security. We have done some work in terms of securing potential targets, but we still have a long way to go.
win	We've got to make sure that we're hardening our chemical sites. We haven't done enough in terms of transit; we haven't done enough in terms of ports.
win	And the biggest threat that we face right now is not a nuclear missile coming over the skies. It's in a suitcase.
win	This is why the issue of nuclear proliferation is so important. It is the -- the biggest threat to the United States is a terrorist getting their hands on nuclear weapons.
win	And we -- we are spending billions of dollars on missile defense. And I actually believe that we need missile defense, because of Iran and North Korea and the potential for them to obtain or to launch nuclear weapons, but I also believe that, when we are only spending a few hundred million dollars on nuclear proliferation, then we're making a mistake.
win	The other thing that we have to focus on, though, is al Qaeda. They are now operating in 60 countries. We can't simply be focused on Iraq. We have to go to the root cause, and that is in Afghanistan and Pakistan. That's going to be critical. We are going to need more cooperation with our allies.
win	And one last point I want to make. It is important for us to understand that the way we are perceived in the world is going to make a difference, in terms of our capacity to get cooperation and root out terrorism.
win	And one of the things that I intend to do as president is to restore America's standing in the world. We are less respected now than we were eight years ago or even four years ago.
win	 And this is the greatest country on Earth. But because of some of the mistakes that have been made -- and I give Senator  great credit on the torture issue, for having identified that as something that undermines our long-term security -- because of those things, we, I think, are going to have a lot of work to do in the next administration to restore that sense that America is that shining beacon on a hill.
win	 Oh, there's no doubt. Look, over the last eight years, this administration, along with Senator , have been solely focused on Iraq. That has been their priority. That has been where all our resources have gone.
win	In the meantime, bin Laden is still out there. He is not captured. He is not killed. Al Qaeda is resurgent.
win	In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars. They now hold a trillion dollars' worth of our debt. And they are active in countries like -- in regions like Latin America, and Asia, and Africa. They are -- the conspicuousness of their presence is only matched by our absence, because we've been focused on Iraq.
win	We have weakened our capacity to project power around the world because we have viewed everything through this single lens, not to mention, look at our economy. We are now spending $10 billion or more every month.
win	And that means we can't provide health care to people who need it. We can't invest in science and technology, which will determine whether or not we are going to be competitive in the long term.
win	There has never been a country on Earth that saw its economy decline and yet maintained its military superiority. So this is a national security issue.
win	We haven't adequately funded veterans' care. I sit on the Veterans Affairs Committee, and we've got -- I meet veterans all across the country who are trying to figure out, "How can I get disability payments? I've got post-traumatic stress disorder, and yet I can't get treatment."
win	So we have put all chips in, right there, and nobody is talking about losing this war. What we are talking about is recognizing that the next president has to have a broader strategic vision about all the challenges that we face.
win	That's been missing over the last eight years. That sense is something that I want to restore.
win	 Well, let me just make a closing point. You know, my father came from Kenya. That's where I get my name.
win	And in the '60s, he wrote letter after letter to come to college here in the United States because the notion was that there was no other country on Earth where you could make it if you tried. The ideals and the values of the United States inspired the entire world.
win	I don't think any of us can say that our standing in the world now, the way children around the world look at the United States, is the same.
win	And part of what we need to do, what the next president has to do -- and this is part of our judgment, this is part of how we're going to keep America safe -- is to -- to send a message to the world that we are going to invest in issues like education, we are going to invest in issues that -- that relate to how ordinary people are able to live out their dreams.
win	And that is something that I'm going to be committed to as president of the United States.
lose	 Well, thank you, Jim. And thanks to everybody.
lose	And I do have a sad note tonight. Senator Kennedy is in the hospital. He's a dear and beloved friend to all of us. Our thoughts and prayers go out to the lion of the Senate.
lose	I also want to thank the University of Mississippi for hosting us tonight.
lose	And, Jim, I -- I've been not feeling too great about a lot of things lately. So have a lot of Americans who are facing challenges. But I'm feeling a little better tonight, and I'll tell you why.
lose	Because as we're here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that we're in.
lose	And have no doubt about the magnitude of this crisis. And we're not talking about failure of institutions on Wall Street. We're talking about failures on Main Street, and people who will lose their jobs, and their credits, and their homes, if we don't fix the greatest fiscal crisis, probably in -- certainly in our time, and I've been around a little while.
lose	But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.
lose	This package has transparency in it. It has to have accountability and oversight. It has to have options for loans to failing businesses, rather than the government taking over those loans. We have to -- it has to have a package with a number of other essential elements to it.
lose	And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives. And they weren't part of the negotiations, and I understand that. And it was the House Republicans that decided that they would be part of the solution to this problem.
lose	But I want to emphasize one point to all Americans tonight. This isn't the beginning of the end of this crisis. This is the end of the beginning, if we come out with a package that will keep these institutions stable.
lose	And we've got a lot of work to do. And we've got to create jobs. And one of the areas, of course, is to eliminate our dependence on foreign oil.
lose	 I -- I hope so. And I...
lose	 Sure.
lose	 Sure. But -- but let me -- let me point out, I also warned about Fannie Mae and Freddie Mac and warned about corporate greed and excess, and CEO pay, and all that. A lot of us saw this train wreck coming.
lose	But there's also the issue of responsibility. You've mentioned President Dwight David Eisenhower. President Eisenhower, on the night before the Normandy invasion, went into his room, and he wrote out two letters.
lose	One of them was a letter congratulating the great members of the military and allies that had conducted and succeeded in the greatest invasion in history, still to this day, and forever.
lose	And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.
lose	Somehow we've lost that accountability. I've been heavily criticized because I called for the resignation of the chairman of the Securities and Exchange Commission. We've got to start also holding people accountable, and we've got to reward people who succeed.
lose	But somehow in Washington today -- and I'm afraid on Wall Street -- greed is rewarded, excess is rewarded, and corruption -- or certainly failure to carry out our responsibility is rewarded.
lose	As president of the United States, people are going to be held accountable in my administration. And I promise you that that will happen.
lose	 Are you afraid I couldn't hear him?
lose	 No, I -- look, we've got to fix the system. We've got fundamental problems in the system. And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and on Wall Street.
lose	So there's no doubt that we have a long way to go. And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.
lose	But I have a fundamental belief in the goodness and strength of the American worker. And the American worker is the most productive, the most innovative. America is still the greatest producer, exporter and importer.
lose	But we've got to get through these times, but I have a fundamental belief in the United States of America. And I still believe, under the right leadership, our best days are ahead of us.
lose	 Well, the first thing we have to do is get spending under control in Washington. It's completely out of control. It's gone -- we have now presided over the largest increase in the size of government since the Great Society.
